LM_ID,ABBREVIATION,SYNONYMS
LMFA01030100,FA 6:2,"C6:2n-2,4"
LMFA01030101,FA 10:2,"cis-2, cis-4-decadienoic acid; C10:2n-6,8"
LMFA01030102,FA 10:2,"cis-2, trans-4-decadienoic acid; C10:2n-6,8"
LMFA01030103,FA 10:2,"trans-2, cis-4-decadienoic acid; C10:2n-6,8"
LMFA01030104,FA 10:2,"trans-2, trans-4-decadienoic acid; C10:2n-6,8"
LMFA01030105,FA 10:2,"cis-2, cis-6-decadienoic acid; C10:2n-4,8"
LMFA01030106,FA 10:2,"trans-2, cis-6-decadienoic acid; C10:2n-4,8"
LMFA01030107,FA 10:2,"trans-2, trans-6-decadienoic acid; C10:2n-4,8"
LMFA01030108,FA 10:2,"trans-4, trans-6-decadienoic acid; C10:2n-4,6"
LMFA01030109,FA 16:2,"C16:2n-4,7"
LMFA01030110,FA 18:2,"cis-5, cis-12-octadecadienoic acid; C18:2n-6,13"
LMFA01030111,FA 18:2,"cis-5, trans-12-octadecadienoic acid; C18:2n-6,13"
LMFA01030112,FA 18:2,"trans-5, cis12-octadecadienoic acid; C18:2n-6,13"
LMFA01030113,FA 18:2,"trans-5, trans-12-octadecadienoic acid; C18:2n-6,13"
LMFA01030114,FA 18:2,C18:2n-12
LMFA01030115,FA 18:2,"trans-8, trans-10-octadecadienoic acid; C18:2n-8,10"
LMFA01030116,FA 18:2,"cis-8, cis-11-octadecadienoic acid; C18:2n-7,10"
LMFA01030117,FA 18:2,"cis-9, cis-11-octadecadienoic acid; C18:2n-7,9"
LMFA01030118,FA 18:2,"cis-9, trans-11-octadecadienoic acid; bovinic acid; C18:2n-7,9"
LMFA01030119,FA 18:2,"trans-9, trans-11-octadecadienoic acid; C18:2n-7,9; Isolinoleic acid"
LMFA01030120,FA 18:2,"cis-9, cis-12-octadecadienoic acid; cis,cis-Linoleic acid; cis,cis-9,12-octadecadienoic acid; Linoleate; 9Z,12Z-Linoleic acid; Telfairic acid; C18:2n-6,9; Linolic acid; Leinolic acid"
LMFA01030121,FA 18:2,"cis-9, trans-12-octadecadienoic acid; C18:2n-6,9"
LMFA01030122,FA 18:2,"trans-9, cis-12-octadecadienoic acid; C18:2n-6,9"
LMFA01030123,FA 18:2,"C18:2n-6,9; Linelaidic acid; Linolelaidic acid"
LMFA01030124,FA 18:2,"cis-10, cis-12-octadecadienoic acid; C18:2n-6,8"
LMFA01030125,FA 18:2,"trans-10, cis-12-octadecadienoic acid; C18:2n-6,8"
LMFA01030126,FA 18:2,"trans-10, trans-12-octadecadienoic acid; C18:2n-6,8"
LMFA01030127,FA 18:2,"cis-10, cis-13-octadecadienoic acid; C18:2n-5,8"
LMFA01030129,FA 19:2,"cis-10, cis-13-nonadecadienoic acid; C19:2n-6,9"
LMFA01030130,FA 20:2,"11, 14-icosadienoic acid; C20:2n-6,9"
LMFA01030131,FA 22:2,"C22:2n-9,17"
LMFA01030132,FA 22:2,"C22:2n-6,9"
LMFA01030133,FA 26:2,"C26:2n-6,9"
LMFA01030134,FA 16:3,"C16:3n-6,9,12"
LMFA01030135,FA 16:3,"trans-5, trans-8, trans-11-hexadecatrienoic acid; C16:3n-5,8,11"
LMFA01030136,FA 16:3,"C16:3n-4,7,10"
LMFA01030137,FA 16:3,"C16:3n-2,6,10"
LMFA01030138,FA 16:3,"C16:3n-3,6,9"
LMFA01030139,FA 16:3,"C16:3n-1,4,7"
LMFA01030140,FA 18:3,"trans-3, cis-9, cis-12-octadecatrienoic acid; C18:3n-6,9,15"
LMFA01030141,FA 18:3,"cis-6, cis-9, cis-12-octadecatrienoic acid; C18:3n-6,9,12; GLA; Gammolenic acid; Gamolenic acid"
LMFA01030142,FA 18:3,"C18:3n-4,8,12"
LMFA01030143,FA 18:3,"cis-8, trans-10, cis-12-octadecatrienoic acid; C18:3n-6,8,10; Jacaranda acid"
LMFA01030144,FA 18:3,"trans-8, trans-10, cis-12-octadecatrienoic acid; C18:3n-6,8,10; Calendulicacid ; a-calendic acid"
LMFA01030145,FA 18:3,"trans-8, trans-10, trans-12-octadecatrienoic acid; C18:3n-6,8,10"
LMFA01030146,FA 18:3,"Trichosanic acid; cis-9, trans-11, cis-13-octadecatrienoic acid; C18:3n-5,7,9; Trichosanoic acid; Punicinic acid"
LMFA01030147,FA 18:3,"cis-9, trans-11, trans-13-octadecatrienoic acid; C18:3n-5,7,9; alpha-eleostearinic acid; Margarolic acid; cis-Eleostearic acid"
LMFA01030148,FA 18:3,"trans-9, trans-11, trans-13-octadecatrienoic acid; C18:3n-5,7,9; beta-eleostearinic acid"
LMFA01030151,FA 18:3,"C18:3n-4,6,9"
LMFA01030152,FA 18:3,"cis-9, cis-12, cis-15-octadecatrienoic acid; C18:3n-3,6,9"
LMFA01030153,FA 18:3,"trans-9, trans-12, trans-15-octadecatrienoic acid; C18:3n-3,6,9; Linolenelaidic acid"
LMFA01030154,FA 18:3,"C18:3n-4,6,8"
LMFA01030155,FA 18:3,"trans-10, trans-12, trans-14-octadecatrienoic acid; C18:3n-4,6,8"
LMFA01030156,FA 18:3,"C18:3n-3,6,8"
LMFA01030157,FA 20:3,"5, 8, 11-icosatrienoic acid; C20:3n-9,12,15"
LMFA01030158,FA 20:3,"dihomo-gamma-linolenic acid; 8, 11, 14-eicosatrienoic acid; C20:3n-6,9,12; gamma-Homolinolenic acid"
LMFA01030159,FA 20:3,"11, 14, 17-icosatrienoic acid; C20:3n-3,6,9"
LMFA01030161,FA 22:3,"C22:3n-9,12,15"
LMFA01030162,FA 22:3,"C22:3n-8,11,14"
LMFA01030163,FA 16:4,"C16:4n-3,6,9,12"
LMFA01030164,FA 16:4,"C16:4n-2,5,9,12"
LMFA01030165,FA 16:4,"C16:4n-0,4,8,12"
LMFA01030166,FA 16:4,"C16:4n-1,4,7,10"
LMFA01030167,FA 18:4,"trans-3, cis-9, cis-12, cis-15-octadecatetraenoic acid; C18:4n-3,6,9,15"
LMFA01030169,FA 18:4,"C18:4n-3,6,9,12"
LMFA01030171,FA 18:4,"trans-9, trans-11, trans-13, trans-15-octadecatetraenoic acid; C18:4n-3,5,7,9; trans-Parinaric acid"
LMFA01030172,FA 18:4,"C18:4n-1,3,6,9"
LMFA01030173,FA 20:4,"4, 8, 12, 16-icosatetraenoic acid; C20:4n-4,8,12,16"
LMFA01030175,FA 20:4,"6, 10, 14, 18-icosatetraenoic acid; C20:4n-2,6,10,14"
LMFA01030176,FA 20:4,"8, 11, 14, 17-icosatetraenoic acid; C20:4n-3,6,9,12"
LMFA01030177,FA 22:4,"C22:4n-9,12,15,18"
LMFA01030178,FA 22:4,"C22:4n-6,9,12,15; 22:4n6"
LMFA01030179,FA 22:4,"8, 12, 16, 19 (20)-docosatetraenoic acid; C22:4n-3,6,10,14"
LMFA01030180,FA 20:5,"4, 8, 12, 15, 18-icosapentaenoic acid; C20:5n-2,5,8,12,16"
LMFA01030182,FA 22:5,"C22:5n-6,9,12,15,18"
LMFA01030183,FA 22:5,"C22:5n-3,7,10,14,18"
LMFA01030184,FA 22:5,"C22:5n-3,6,9,12,15"
LMFA01030185,FA 22:6,"Cervonic acid; Docosahexaenoic acid; C22:6n-3,6,9,12,15,18"
LMFA01030186,FA 24:6,"C24:6n-3,5,9,12,16,20"
LMFA01030188,FA 10:2,2-cyclopentene-1-pentanoic acid; 5-(2-cyclopenten-1-yl)pentanoic acid; 5-(cyclopent-2-enyl)pentanoic acid
LMFA01030189,FA 12:2,2-cyclopentene-1-heptanoic acid; 7-(2-cyclopenten-1-yl)heptanoic acid; 7-(cyclopent-2-enyl)heptanoic acid
LMFA01030191,FA 14:2,2-cyclopentene-1-nonanoic acid; 9-(2-cyclopenten-1-yl)nonanoic acid; 9-(cyclopent-2-enyl)nonanoic acid
LMFA01030193,FA 3:1,C3:1n-1
LMFA01030194,FA 4:1,cis-2-butenoic acid; C4:1n-2
LMFA01030195,FA 4:1,trans-2-butenoic acid; C4:1n-2
LMFA01030198,FA 10:1,C10:1n-7
LMFA01030199,FA 10:1,C10:1n-6
LMFA01030200,FA 10:2,"C10:2n-7,8"
LMFA01030201,FA 10:2,"C10:2n-5,8"
LMFA01030202,FA 10:2,"C10:2n-3,8"
LMFA01030203,FA 10:2,"C10:2n-3,8"
LMFA01030204,FA 10:2,"C10:2n-4,8"
LMFA01030205,FA 10:2,"C10:2n-6,7"
LMFA01030206,FA 10:2,"C10:2n-5,7"
LMFA01030207,FA 10:2,"C10:2n-5,7"
LMFA01030208,FA 10:2,"C10:2n-5,7"
LMFA01030209,FA 10:2,"C10:2n-2,6"
LMFA01030210,FA 10:2,"C10:2n-1,6"
LMFA01030211,FA 10:2,"C10:2n-1,5"
LMFA01030212,FA 10:2,"C10:2n-2,5"
LMFA01030213,FA 10:2,"C10:2n-2,4"
LMFA01030214,FA 10:2,"C10:2n-1,3"
LMFA01030215,FA 10:3,"C10:3n-2,4,8"
LMFA01030216,FA 10:3,"C10:3n-2,4,8"
LMFA01030217,FA 11:1,C11:1n-9
LMFA01030218,FA 11:1,C11:1n-8
LMFA01030219,FA 11:1,C11:1n-5
LMFA01030220,FA 11:1,C11:1n-3
LMFA01030221,FA 11:1,C11:1n-2
LMFA01030222,FA 11:2,"C11:2n-7,9"
LMFA01030223,FA 12:1,C12:1n-2
LMFA01030224,FA 12:1,C12:1n-10
LMFA01030225,FA 12:1,C12:1n-7
LMFA01030226,FA 12:1,C12:1n-7; Denticetic acid
LMFA01030227,FA 12:1,C12:1n-6
LMFA01030228,FA 12:1,C12:1n-5
LMFA01030229,FA 12:1,C12:1n-3
LMFA01030230,FA 12:2,"C12:2n-8,10"
LMFA01030231,FA 12:2,"C12:2n-6,10"
LMFA01030232,FA 12:2,"C12:2n-4,10"
LMFA01030233,FA 12:2,"C12:2n-4,10"
LMFA01030234,FA 12:2,"C12:2n-4,10"
LMFA01030235,FA 12:2,"C12:2n-4,10"
LMFA01030236,FA 12:2,"C12:2n-5,7"
LMFA01030237,FA 12:2,"C12:2n-3,5"
LMFA01030238,FA 12:2,"C12:2n-2,4"
LMFA01030239,FA 12:2,"C12:2n-2,4"
LMFA01030240,FA 12:4,"C12:4n-2,4,8,10"
LMFA01030241,FA 12:4,"C12:4n-2,4,6,10"
LMFA01030242,FA 12:4,"C12:4n-2,4,6,10"
LMFA01030243,FA 12:5,"C12:5n-1,3,5,7,9"
LMFA01030244,FA 13:2,"C13:2n-8,10"
LMFA01030245,FA 13:2,"C13:2n-8,10"
LMFA01030246,FA 14:1,C14:1n-11
LMFA01030247,FA 14:1,C14:1n-10; Tsuduic acid
LMFA01030248,FA 14:1,C14:1n-9
LMFA01030249,FA 14:1,C14:1n-7
LMFA01030250,FA 14:1,C14:1n-5
LMFA01030251,FA 14:2,"C14:2n-2,4"
LMFA01030252,FA 14:2,"C14:2n-10,12"
LMFA01030253,FA 14:2,"C14:2n-10,11"
LMFA01030254,FA 14:2,"C14:2n-9,11"
LMFA01030255,FA 14:2,"C14:2n-9,11"
LMFA01030256,FA 14:2,"C14:2n-6,9"
LMFA01030257,FA 14:2,"C14:2n-6,9"
LMFA01030258,FA 14:5,"C14:5n-1,3,5,7,9"
LMFA01030259,FA 15:1,C15:1n-5
LMFA01030260,FA 16:1,C16:1n-6
LMFA01030261,FA 16:1,C16:1n-5; Lycopodiumoleic acid
LMFA01030262,FA 16:1,C16:1n-5; Tanacetumoleic acid
LMFA01030263,FA 16:1,C16:1n-3
LMFA01030264,FA 16:1,C16:1n-3
LMFA01030265,FA 16:1,C16:1n-14
LMFA01030266,FA 16:1,C16:1n-13
LMFA01030267,FA 16:1,C16:1n-10
LMFA01030268,FA 16:2,"C16:2n-4,6"
LMFA01030269,FA 16:2,"C16:2n-12,14"
LMFA01030270,FA 16:2,"C16:2n-12,14"
LMFA01030271,FA 16:2,"C16:2n-7,13"
LMFA01030272,FA 16:2,"C16:2n-7,10"
LMFA01030273,FA 16:2,"C16:2n-7,10"
LMFA01030274,FA 16:2,"C16:2n-6,8"
LMFA01030275,FA 16:2,"C16:2n-4,7"
LMFA01030277,FA 16:4,"C16:4n-4,8,10,14"
LMFA01030278,FA 16:4,"C16:4n-4,8,10,14"
LMFA01030279,FA 16:4,"C16:4n-4,8,10,14"
LMFA01030280,FA 16:4,"C16:4n-4,8,10,14"
LMFA01030282,FA 17:1,C17:1n-7
LMFA01030283,FA 17:1,C17:1n-7
LMFA01030284,FA 17:1,C17:1n-1
LMFA01030285,FA 17:1,C17:1n-15
LMFA01030286,FA 17:1,C17:1n-10
LMFA01030287,FA 17:1,C17:1n-9
LMFA01030288,FA 17:1,C17:1n-9; 8c-17:1
LMFA01030289,FA 17:1,C17:1n-8
LMFA01030290,FA 18:1,C18:1n-5
LMFA01030291,FA 18:1,C18:1n-3
LMFA01030292,FA 18:1,C18:1n-2
LMFA01030293,FA 18:1,C18:1n-1
LMFA01030294,FA 18:1,C18:1n-15
LMFA01030295,FA 18:1,C18:1n-14
LMFA01030296,FA 18:1,C18:1n-13
LMFA01030297,FA 18:2,"C18:2n-4,8"
LMFA01030298,FA 18:2,"C18:2n-4,8"
LMFA01030299,FA 18:2,"C18:2n-4,7"
LMFA01030300,FA 18:2,"C18:2n-3,7"
LMFA01030301,FA 18:2,"C18:2n-2,6"
LMFA01030302,FA 18:2,"C18:2n-3,6"
LMFA01030303,FA 18:2,"C18:2n-1,5"
LMFA01030304,FA 18:2,"C18:2n-2,5"
LMFA01030305,FA 18:2,"C18:2n-1,4"
LMFA01030306,FA 18:2,"C18:2n-14,16"
LMFA01030307,FA 18:2,"C18:2n-12,16"
LMFA01030308,FA 18:2,"C18:2n-13,16"
LMFA01030309,FA 18:2,"C18:2n-12,16"
LMFA01030310,FA 18:2,"C18:2n-11,15"
LMFA01030311,FA 18:2,"C18:2n-6,15"
LMFA01030312,FA 18:2,"C18:2n-12,15"
LMFA01030313,FA 18:2,"C18:2n-11,15"
LMFA01030314,FA 18:2,"C18:2n-9,14"
LMFA01030315,FA 18:2,"C18:2n-10,14"
LMFA01030316,FA 18:2,"C18:2n-11,14"
LMFA01030317,FA 18:2,"C18:2n-10,14"
LMFA01030318,FA 18:2,"C18:2n-8,13"
LMFA01030319,FA 18:2,"C18:2n-7,13"
LMFA01030320,FA 18:2,"C18:2n-12,13"
LMFA01030321,FA 18:2,"C18:2n-9,13"
LMFA01030322,FA 18:2,"C18:2n-7,13; Ephedric acid"
LMFA01030323,FA 18:2,"C18:2n-10,13"
LMFA01030324,FA 18:2,"C18:2n-9,13"
LMFA01030325,FA 18:2,"C18:2n-9,13"
LMFA01030326,FA 18:2,"C18:2n-7,12"
LMFA01030327,FA 18:2,"C18:2n-8,12"
LMFA01030328,FA 18:2,"C18:2n-7,12"
LMFA01030329,FA 18:2,"C18:2n-6,12"
LMFA01030330,FA 18:2,"C18:2n-9,12"
LMFA01030331,FA 18:2,"C18:2n-7,12; (6Z,11Z)-octa­deca-6,11-di­enoic acid"
LMFA01030332,FA 18:2,"cis,cis-6,9-octadecadienoic acid; C18:2n-9,12"
LMFA01030333,FA 18:2,"C18:2n-6,11"
LMFA01030334,FA 18:2,"C18:2n-8,11"
LMFA01030335,FA 18:2,"C18:2n-7,11"
LMFA01030336,FA 18:2,"C18:2n-7,10"
LMFA01030337,FA 18:2,"C18:2n-6,10"
LMFA01030338,FA 18:2,"C18:2n-5,9"
LMFA01030339,FA 18:3,"C18:3n-6,9,16"
LMFA01030341,FA 18:3,"C18:3n-7,10,13"
LMFA01030342,FA 18:3,"C18:3n-6,9,13"
LMFA01030343,FA 18:3,"C18:3n-6,9,13"
LMFA01030344,FA 18:3,"C18:3n-6,9,13"
LMFA01030345,FA 18:3,"C18:3n-6,9,11"
LMFA01030346,FA 18:3,"C18:3n-6,9,11"
LMFA01030347,FA 18:3,"C18:3n-5,7,9"
LMFA01030348,FA 18:3,"C18:3n-3,6,9"
LMFA01030349,FA 18:3,"C18:3n-3,6,9"
LMFA01030350,FA 18:3,"C18:3n-3,6,9"
LMFA01030351,FA 18:3,"C18:3n-3,6,9"
LMFA01030352,FA 18:3,"C18:3n-3,6,9"
LMFA01030353,FA 18:3,"C18:3n-3,6,9"
LMFA01030354,FA 18:4,"C18:4n-4,7,10,13"
LMFA01030355,FA 18:4,"C18:4n-3,6,9,13; 18:4(5Z,9Z,12Z,15Z)"
LMFA01030356,FA 18:4,"C18:4n-4,7,10,13"
LMFA01030357,FA 18:4,"Moroctic acid; C18:4n-3,6,9,12; Morotic acid"
LMFA01030358,FA 18:4,"C18:4n-3,5,7,9"
LMFA01030359,FA 18:5,"C18:5n-3,6,9,12,15"
LMFA01030360,FA 18:5,"C18:5n-3,6,9,12,15"
LMFA01030361,FA 19:1,C19:1n-9
LMFA01030362,FA 19:1,C19:1n-9
LMFA01030363,FA 19:1,C19:1n-12
LMFA01030364,FA 19:1,C19:1n-12
LMFA01030365,FA 19:2,"C19:2n-6,9"
LMFA01030366,FA 20:1,C20:1n-7
LMFA01030367,FA 20:1,C20:1n-7
LMFA01030368,FA 20:1,C20:1n-5
LMFA01030369,FA 20:1,C20:1n-5
LMFA01030370,FA 20:1,C20:1n-15
LMFA01030371,FA 20:1,C20:1n-15
LMFA01030372,FA 20:1,C20:1n-12
LMFA01030373,FA 20:2,"C20:2n-5,9"
LMFA01030374,FA 20:2,"C20:2n-9,15"
LMFA01030375,FA 20:2,"C20:2n-7,13"
LMFA01030376,FA 20:2,"C20:2n-9,12"
LMFA01030377,FA 20:2,"C20:2n-9,12"
LMFA01030378,FA 20:3,"C20:3n-3,6,9; ETrE(11Z, 14Z, 17Z); Dihomolinolenic acid; Bishomo-alpha-linolenic acid"
LMFA01030379,FA 20:3,"C20:3n-12,16,18"
LMFA01030380,FA 20:3,"C20:3n-6,9,15; Calthic acid; Sciadopinolenic acid"
LMFA01030381,FA 20:3,"Mead acid; C20:3n-9,12,15"
LMFA01030382,FA 20:3,"C20:3n-7,10,13"
LMFA01030383,FA 20:3,"C20:3n-6,9,13"
LMFA01030384,FA 20:3,"C20:3n-7,10,13"
LMFA01030385,FA 20:3,"C20:3n-6,9,13"
LMFA01030386,FA 20:3,"C20:3n-6,9,13"
LMFA01030388,FA 20:3,"C20:3n-6,8,12"
LMFA01030389,FA 20:4,"C20:4n-7,10,13,16"
LMFA01030390,FA 20:4,"C20:4n-7,10,13,16"
LMFA01030391,FA 20:4,"C20:4n-6,9,12,16"
LMFA01030392,FA 20:4,"C20:4n-3,6,9,15"
LMFA01030393,FA 20:4,"C20:4n-6,9,12,15"
LMFA01030394,FA 20:4,"C20:4n-3,6,9,15"
LMFA01030395,FA 20:4,"C20:4n-2,6,9,12"
LMFA01030396,FA 20:5,"C20:5n-6,9,12,15,18"
LMFA01030397,FA 20:5,"C20:5n-4,6,9,12,15"
LMFA01030398,FA 21:1,C21:1n-9
LMFA01030399,FA 21:2,"C21:2n-6,9"
LMFA01030400,FA 22:1,C22:1n-11; Catelaidic acid
LMFA01030401,FA 22:1,C22:1n-7
LMFA01030402,FA 22:1,C22:1n-7
LMFA01030403,FA 22:1,C22:1n-3
LMFA01030404,FA 22:1,C22:1n-17
LMFA01030405,FA 22:2,"C22:2n-6,9"
LMFA01030406,FA 22:2,"C22:2n-9,17"
LMFA01030407,FA 22:3,"C22:3n-3,6,9"
LMFA01030408,FA 22:3,"C22:3n-3,6,9"
LMFA01030409,FA 22:3,"C22:3n-7,13,19"
LMFA01030410,FA 22:3,"C22:3n-5,11,17"
LMFA01030411,FA 22:3,"C22:3n-9,12,15"
LMFA01030412,FA 23:1,C23:1n-9
LMFA01030413,FA 23:1,C23:1n-9
LMFA01030414,FA 23:1,C23:1n-7
LMFA01030415,FA 23:1,C23:1n-6
LMFA01030416,FA 23:1,C23:1n-5
LMFA01030417,FA 24:2,"C24:2n-15,19"
LMFA01030418,FA 25:1,C25:1n-9
LMFA01030419,FA 25:1,C25:1n-8
LMFA01030420,FA 25:1,C25:1n-7
LMFA01030421,FA 25:1,C25:1n-6
LMFA01030422,FA 26:1,C26:1n-9
LMFA01030423,FA 26:1,C26:1n-17
LMFA01030424,FA 26:2,"C26:2n-17,21"
LMFA01030425,FA 26:2,"C26:2n-17,21"
LMFA01030426,FA 26:3,"C26:3n-9,17,21"
LMFA01030427,FA 26:3,"C26:3n-7,17,21"
LMFA01030428,FA 26:3,"C26:3n-9,17,21"
LMFA01030429,FA 26:3,"C26:3n-7,17,21"
LMFA01030430,FA 27:1,C27:1n-7
LMFA01030431,FA 28:1,C28:1n-7
LMFA01030432,FA 28:1,C28:1n-5
LMFA01030433,FA 28:1,C28:1n-19
LMFA01030440,FA 10:2,
LMFA01030441,FA 8:2,"C8:2n-1,4"
LMFA01030442,FA 8:2,"C8:2n-1,3"
LMFA01030443,FA 9:1,C9:1n-7
LMFA01030444,FA 9:1,C9:1n-6
LMFA01030445,FA 9:1,C9:1n-5
LMFA01030446,FA 9:1,C9:1n-3
LMFA01030447,FA 9:2,"C9:2n-3,7"
LMFA01030448,FA 9:2,"C9:2n-3,7"
LMFA01030449,FA 9:2,"C9:2n-5,7"
LMFA01030450,FA 9:2,"C9:2n-2,4"
LMFA01030451,FA 6:2,"C6:2n-1,3"
LMFA01030452,FA 7:1,C7:1n-3
LMFA01030453,FA 18:2,"6-Octadecynoic acid; 6,7-Stearolic acid; 6-Stearolic acid"
LMFA01030454,FA 18:2,8-Octadecynoic acid
LMFA01030455,FA 18:2,9-Octadecynoic acid; 9-Stearolic acid; Steariolic acid
LMFA01030456,FA 10:4,"2,4-Decadiynoic acid"
LMFA01030457,FA 10:2,3-Decynoic acid
LMFA01030458,FA 10:2,4-Decynoic acid
LMFA01030459,FA 10:2,5-Decynoic acid
LMFA01030460,FA 10:2,6-Decynoic acid
LMFA01030461,FA 10:2,7-Decynoic acid
LMFA01030462,FA 10:2,8-Decynoic acid
LMFA01030463,FA 10:2,9-Decynoic acid
LMFA01030464,FA 12:4,"5,11-Dodecadiynoic acid"
LMFA01030465,FA 12:6,"5,8,11-Dodecatriynoic acid"
LMFA01030466,FA 12:2,3-Dodecynoic acid
LMFA01030467,FA 12:2,4-Dodecynoic acid
LMFA01030468,FA 12:2,5-Dodecynoic acid
LMFA01030469,FA 12:2,6-Dodecynoic acid
LMFA01030470,FA 12:2,7-Dodecynoic acid
LMFA01030471,FA 12:2,8-Dodecynoic acid
LMFA01030472,FA 12:2,9-Dodecynoic acid
LMFA01030473,FA 12:2,10-Dodecynoic acid
LMFA01030474,FA 12:2,11-Dodecynoic acid
LMFA01030475,FA 17:4,"Acetylenic acids; 10,16-Heptadecadien-8-ynoic acid, (E)-"
LMFA01030476,FA 17:4,"5,8-Heptadecadiynoic acid"
LMFA01030477,FA 17:4,"6,9-Heptadecadiynoic acid"
LMFA01030478,FA 17:4,"7,10-Heptadecadiynoic acid"
LMFA01030479,FA 17:6,"5,8,11-Heptadecatriynoic acid"
LMFA01030480,FA 17:1,3-Heptadecenoic acid; C17:1n-14
LMFA01030481,FA 17:1,7-Heptadecenoic acid; C17:1n-10
LMFA01030482,FA 17:3,"10-Heptadecen-8-ynoic acid, (E)-; Leptomeric acid"
LMFA01030483,FA 17:2,7-Heptadecynoic acid
LMFA01030484,FA 17:2,8-Heptadecynoic acid
LMFA01030485,FA 17:2,9-Heptadecynoic acid
LMFA01030486,FA 17:2,12-Heptadecynoic acid
LMFA01030487,FA 17:2,16-Heptadecynoic acid
LMFA01030488,FA 7:2,3-Heptynoic acid
LMFA01030489,FA 7:2,4-Heptynoic acid
LMFA01030490,FA 7:2,6-Heptynoic acid
LMFA01030491,FA 16:4,"3,9-Hexadecadiynoic acid"
LMFA01030492,FA 16:4,"7,10-Hexadecadiynoic acid"
LMFA01030493,FA 16:4,"8,10-Hexadecadiynoic acid"
LMFA01030494,FA 16:2,2-Hexadecynoic acid
LMFA01030495,FA 16:2,4-Hexadecynoic acid
LMFA01030496,FA 16:2,7-Hexadecynoic acid; Palmitolic acid
LMFA01030497,FA 16:2,10-Hexadecynoic acid
LMFA01030498,FA 6:2,3-Hexynoic acid
LMFA01030499,FA 6:2,4-Hexynoic acid
LMFA01030500,FA 6:2,5-Hexynoic acid; 5-Hexyn-1-oic acid
LMFA01030501,FA 19:4,"10,13-Nonadecadiynoic acid"
LMFA01030502,FA 19:6,"8,11,14-Nonadecatriynoic acid"
LMFA01030503,FA 19:2,18-Nonadecynoic acid
LMFA01030504,FA 9:2,2-Nonynoic acid
LMFA01030505,FA 9:2,4-Nonynoic acid
LMFA01030506,FA 9:2,5-Nonynoic acid
LMFA01030507,FA 9:2,6-Nonynoic acid
LMFA01030508,FA 9:2,7-Nonynoic acid
LMFA01030509,FA 9:2,8-Nonynoic acid
LMFA01030510,FA 18:6,"13,17-Octadecadiene-9,11-diynoic acid, (Z)-"
LMFA01030511,FA 18:4,"Acetylenic acids; 11,13-Octadecadien-9-ynoic acid, (E,E)-"
LMFA01030512,FA 18:4,"2,5-Octadecadiynoic acid"
LMFA01030513,FA 18:4,"2,6-Octadecadiynoic acid"
LMFA01030514,FA 18:4,"2,7-Octadecadiynoic acid"
LMFA01030515,FA 18:4,"3,6-Octadecadiynoic acid"
LMFA01030516,FA 18:4,"3,7-Octadecadiynoic acid"
LMFA01030517,FA 18:4,"3,8-Octadecadiynoic acid"
LMFA01030518,FA 18:4,"4,6-Octadecadiynoic acid"
LMFA01030519,FA 18:4,"4,7-Octadecadiynoic acid"
LMFA01030520,FA 18:4,"4,8-Octadecadiynoic acid"
LMFA01030521,FA 18:4,"4,9-Octadecadiynoic acid"
LMFA01030522,FA 18:4,"5,7-Octadecadiynoic acid"
LMFA01030523,FA 18:4,"5,8-Octadecadiynoic acid"
LMFA01030524,FA 18:4,"5,9-Octadecadiynoic acid"
LMFA01030525,FA 18:4,"5,10-Octadecadiynoic acid"
LMFA01030526,FA 18:4,"5,12-Octadecadiynoic acid"
LMFA01030527,FA 18:4,"6,8-Octadecadiynoic acid"
LMFA01030528,FA 18:4,"6,9-Octadecadiynoic acid"
LMFA01030529,FA 18:4,"6,10-Octadecadiynoic acid"
LMFA01030530,FA 18:4,"6,11-Octadecadiynoic acid"
LMFA01030531,FA 18:4,"6,12-Octadecadiynoic acid"
LMFA01030532,FA 18:4,"7,9-Octadecadiynoic acid"
LMFA01030533,FA 18:4,"7,10-Octadecadiynoic acid"
LMFA01030534,FA 18:4,"7,11-Octadecadiynoic acid"
LMFA01030535,FA 18:4,"7,12-Octadecadiynoic acid"
LMFA01030536,FA 18:4,"8,10-Octadecadiynoic acid"
LMFA01030537,FA 18:4,"8,11-Octadecadiynoic acid"
LMFA01030538,FA 18:4,"8,12-Octadecadiynoic acid"
LMFA01030539,FA 18:4,"9,11-Octadecadiynoic acid"
LMFA01030540,FA 18:4,"9,12-Octadecadiynoic acid"
LMFA01030541,FA 18:4,"9,13-Octadecadiynoic acid"
LMFA01030542,FA 18:4,"10,12-Octadecadiynoic acid"
LMFA01030543,FA 18:4,"10,13-Octadecadiynoic acid"
LMFA01030544,FA 18:4,"10,14-Octadecadiynoic acid"
LMFA01030545,FA 18:4,"11,14-Octadecadiynoic acid"
LMFA01030546,FA 18:4,"11,15-Octadecadiynoic acid"
LMFA01030547,FA 18:4,"12,14-Octadecadiynoic acid"
LMFA01030548,FA 18:4,"12,15-Octadecadiynoic acid"
LMFA01030549,FA 18:4,"12,16-Octadecadiynoic acid"
LMFA01030550,FA 18:4,"13,16-Octadecadiynoic acid"
LMFA01030551,FA 18:4,"13,17-Octadecadiynoic acid"
LMFA01030552,FA 18:4,"14,17-Octadecadiynoic acid"
LMFA01030553,FA 18:6,"5,8,11-Octadecatriynoic acid"
LMFA01030554,FA 18:6,"6,9,12-Octadecatriynoic acid"
